StudentID,Name,Gender,Age,Course,Department,Year,GPA,Attendance_,City,AdmissionYear,FeePaid,Scholarship,PlacementStatus,InternshipsCompleted
STU00659,Vaibhav Yohannan,Female,26,B.Sc,Mechanical,2,5.69,64.9,Chennai,2025,No,No,Placed,3
STU00660,Shamik Samra,Male,25,B.Com,Electronics,3,7.09,60.3,Hyderabad,2021,Yes,Yes,Not Placed,2
STU00661,Jayan Kashyap,Female,26,B.Sc,Mechanical,2,5.79,67.2,Delhi,2025,No,No,In Progress,2
STU00662,Manjari Shankar,Male,17,BBA,Electrical,2,7.45,90.0,Visakhapatnam,2019,Yes,No,In Progress,1
STU00663,Vidur Sandal,Male,23,BBA,Electronics,2,7.57,89.2,Chennai,2020,No,No,Placed,2
STU00664,Sahil Gola,Female,17,B.Tech,Computer Science,3,7.89,65.4,Hyderabad,2019,No,Yes,Placed,1
STU00665,Zain Garde,Male,17,B.Com,Mechanical,2,8.59,72.9,Chennai,2021,Yes,Yes,Not Placed,0
STU00666,Samaira Toor,Female,24,B.Tech,Management,2,8.32,93.6,Visakhapatnam,2022,No,Yes,Not Placed,2
STU00667,Ranbir Bera,Male,25,M.Tech,Mechanical,4,5.78,65.5,Mumbai,2024,Yes,Yes,In Progress,2
STU00668,Aayush Walia,Male,22,B.Com,Electronics,4,6.55,61.8,Visakhapatnam,2024,Yes,No,Placed,2
STU00669,Taran Luthra,Female,25,MCA,Mechanical,4,8.63,89.8,Delhi,2020,Yes,Yes,Not Placed,3
STU00670,Taimur Jain,Female,26,B.Sc,Electrical,3,8.49,87.2,Mumbai,2023,No,No,In Progress,0
STU00671,Indrans Amble,Female,26,B.Sc,Mechanical,2,9.21,75.0,Chennai,2022,No,No,Not Placed,2
STU00672,Lakshay Garg,Male,24,MBA,Computer Science,2,5.86,76.9,Delhi,2025,No,Yes,Not Placed,3
STU00673,Aayush Gill,Male,24,BBA,Civil,4,8.96,72.0,Visakhapatnam,2021,No,Yes,Not Placed,0
STU00674,Mishti Rout,Male,18,B.Com,Computer Science,3,7.66,80.8,Bangalore,2025,Yes,No,Placed,2
STU00675,Amani Yohannan,Male,26,B.Tech,Electronics,2,6.35,72.5,Chennai,2021,No,No,In Progress,2
STU00676,Pranay Garg,Male,24,B.Tech,Management,3,9.04,89.8,Chennai,2021,No,No,Not Placed,1
STU00677,Manikya Joshi,Female,18,B.Sc,Commerce,2,6.51,82.3,Delhi,2022,No,No,Placed,3
STU00678,Mannat Comar,Male,26,MCA,Commerce,4,7.39,92.4,Chennai,2020,Yes,No,Not Placed,0
STU00679,Neelofar Ravel,Female,26,BBA,Management,3,6.47,76.2,Hyderabad,2021,No,No,In Progress,0
STU00680,Aayush Shroff,Male,23,B.Sc,Mechanical,3,8.21,82.9,Bangalore,2023,No,No,In Progress,3
STU00681,Onkar Chopra,Male,18,B.Sc,Civil,1,7.95,77.2,Chennai,2021,No,Yes,Placed,3
STU00682,Samiha Vora,Female,25,B.Tech,Mechanical,2,9.42,74.7,Bangalore,2019,Yes,Yes,Not Placed,0
STU00683,Pari Kumer,Male,19,B.Com,Electronics,1,6.91,94.6,Mumbai,2020,No,Yes,Not Placed,0
STU00684,Shamik Sangha,Female,26,BBA,Management,2,9.24,71.8,Visakhapatnam,2020,No,Yes,In Progress,3
STU00685,Neysa Warrior,Female,24,B.Com,Mechanical,1,7.42,91.3,Pune,2020,Yes,No,In Progress,0
STU00686,Abram Banerjee,Male,23,M.Tech,Computer Science,3,9.29,77.3,Visakhapatnam,2024,No,No,Placed,3
STU00687,Nayantara Issac,Male,21,BBA,Civil,2,7.95,75.0,Vijayawada,2024,Yes,Yes,In Progress,0
STU00688,Saanvi Rajagopalan,Male,18,M.Tech,Commerce,2,7.27,89.0,Delhi,2022,Yes,No,Not Placed,3
STU00689,Baiju Contractor,Female,23,B.Sc,Electrical,2,5.69,61.0,Visakhapatnam,2023,No,No,Not Placed,0
STU00690,Shalv Kothari,Female,18,B.Tech,Electrical,1,9.44,72.4,Bangalore,2024,No,No,In Progress,1
STU00691,Mohanlal Taneja,Male,19,M.Tech,Civil,2,9.03,92.0,Vijayawada,2022,Yes,Yes,Placed,3
STU00692,Badal Vala,Male,25,B.Sc,Computer Science,1,6.67,76.7,Visakhapatnam,2024,Yes,Yes,Not Placed,0
STU00693,Nitara Wali,Female,20,MCA,Commerce,1,8.47,76.9,Visakhapatnam,2022,Yes,Yes,Not Placed,1
STU00694,Mannat Talwar,Male,18,B.Sc,Computer Science,1,5.62,60.6,Chennai,2022,Yes,Yes,In Progress,1
STU00695,Diya Ratti,Female,23,B.Tech,Civil,1,6.91,81.4,Bangalore,2025,Yes,Yes,Placed,1
STU00696,Sana Mahal,Male,24,B.Tech,Electrical,3,5.56,84.9,Visakhapatnam,2020,Yes,No,Placed,2
STU00697,Samaira Salvi,Male,25,M.Tech,Electronics,3,5.79,68.3,Chennai,2019,No,No,Not Placed,0
STU00698,Indranil Rattan,Male,22,MBA,Electrical,4,9.48,89.3,Pune,2024,Yes,No,Placed,2
STU00699,Divyansh Vig,Male,26,B.Tech,Electronics,4,7.7,88.2,Bangalore,2022,Yes,Yes,Not Placed,1
STU00700,Biju Kala,Male,19,M.Tech,Civil,2,5.84,65.2,Mumbai,2023,No,No,Placed,0
STU00701,Mohanlal Arora,Female,21,B.Sc,Commerce,4,9.27,65.1,Hyderabad,2024,No,Yes,Placed,2
STU00702,Advika Bahl,Female,25,B.Com,Mechanical,2,5.73,94.9,Delhi,2023,Yes,Yes,Placed,3
STU00703,Kavya Gandhi,Male,19,M.Tech,Computer Science,1,7.61,96.2,Bangalore,2025,Yes,Yes,Placed,1
STU00704,Khushi Acharya,Female,19,B.Sc,Electronics,1,8.62,71.8,Visakhapatnam,2022,Yes,Yes,Not Placed,2
STU00705,Devansh Dave,Female,19,MBA,Civil,2,9.21,78.3,Pune,2021,No,No,Not Placed,3
STU00706,Baiju Subramaniam,Female,23,MBA,Electronics,4,6.17,96.2,Bangalore,2025,No,Yes,Not Placed,1
STU00707,Aayush Kohli,Female,18,MBA,Commerce,2,7.14,71.6,Delhi,2021,No,No,Placed,3
STU00708,Jiya Brahmbhatt,Female,23,B.Sc,Mechanical,2,5.56,79.0,Mumbai,2019,No,No,In Progress,2
STU00709,Myra Chatterjee,Female,26,BBA,Civil,3,9.75,62.7,Chennai,2024,Yes,Yes,Placed,3
STU00710,Vihaan Venkataraman,Female,23,B.Com,Management,3,8.55,84.1,Visakhapatnam,2023,No,Yes,Placed,3
STU00711,Neysa Tata,Female,19,B.Tech,Management,3,8.54,61.1,Vijayawada,2024,Yes,No,Placed,1
STU00712,Rania Deshpande,Female,19,B.Tech,Computer Science,1,8.56,74.6,Mumbai,2024,Yes,Yes,Not Placed,2
STU00713,Shanaya Sabharwal,Female,19,MBA,Electronics,4,6.82,75.6,Vijayawada,2023,Yes,Yes,In Progress,1
STU00714,Amani Deep,Male,23,M.Tech,Civil,3,9.74,91.0,Mumbai,2019,Yes,Yes,In Progress,2
STU00715,Stuvan Upadhyay,Male,25,M.Tech,Civil,2,7.11,86.8,Bangalore,2020,Yes,No,Not Placed,1
STU00716,Saanvi Madan,Female,26,B.Sc,Mechanical,1,6.29,88.8,Bangalore,2024,No,No,In Progress,1
STU00717,Oorja Sahota,Female,24,B.Tech,Electrical,1,6.04,62.4,Bangalore,2022,Yes,Yes,Placed,0
STU00718,Darshit Sen,Male,23,B.Com,Management,1,8.0,97.5,Vijayawada,2024,Yes,Yes,Not Placed,3
STU00719,Madhup Rana,Female,23,MCA,Electrical,4,7.09,93.8,Mumbai,2021,No,Yes,In Progress,0
STU00720,Myra Gulati,Male,26,B.Com,Management,3,5.93,77.4,Bangalore,2025,No,Yes,In Progress,2
STU00721,Ryan Sagar,Male,17,M.Tech,Management,2,7.44,86.1,Delhi,2021,No,No,Placed,2
STU00722,Badal Kohli,Female,23,MCA,Computer Science,3,7.41,83.1,Pune,2024,No,Yes,In Progress,0
STU00723,Tarini Mallick,Female,18,M.Tech,Civil,3,6.34,65.4,Vijayawada,2023,Yes,Yes,In Progress,3
STU00724,Ritvik Bedi,Male,18,B.Sc,Civil,1,8.35,69.2,Mumbai,2022,Yes,Yes,In Progress,0
STU00725,Romil Aurora,Male,25,B.Sc,Electrical,4,6.71,87.3,Pune,2025,No,Yes,Placed,2
STU00726,Vanya Bhargava,Male,20,MCA,Mechanical,1,6.98,94.6,Vijayawada,2024,No,No,Placed,2
STU00727,Sumer Dhillon,Male,22,B.Tech,Computer Science,1,8.68,95.6,Mumbai,2021,Yes,No,In Progress,0
STU00728,Divyansh Bajaj,Male,18,B.Com,Computer Science,2,7.17,76.1,Mumbai,2025,No,Yes,Placed,3
STU00729,Tiya Bhatt,Male,17,B.Com,Mechanical,3,6.44,85.8,Delhi,2025,Yes,No,Not Placed,0
STU00730,Lakshay Soni,Female,19,B.Com,Management,4,9.06,78.8,Visakhapatnam,2024,No,Yes,In Progress,1
STU00731,Onkar Mandal,Male,17,M.Tech,Commerce,1,8.84,92.6,Mumbai,2025,No,No,Not Placed,3
STU00732,Saanvi Sachar,Male,25,M.Tech,Civil,3,7.18,62.7,Mumbai,2025,No,No,Placed,1
STU00733,Ira Konda,Female,24,B.Com,Management,1,9.52,71.6,Vijayawada,2025,Yes,Yes,Placed,1
STU00734,Reyansh Gopal,Female,23,B.Sc,Management,2,8.3,73.8,Chennai,2024,Yes,Yes,Placed,0
STU00735,Kiara Shetty,Male,23,B.Com,Civil,2,6.0,79.6,Visakhapatnam,2019,No,No,Placed,0
STU00736,Vedika Sharaf,Female,23,B.Sc,Civil,4,8.46,96.3,Vijayawada,2021,No,Yes,In Progress,3
STU00737,Trisha Dhingra,Female,21,B.Com,Computer Science,1,5.86,78.6,Bangalore,2019,Yes,Yes,In Progress,1
STU00738,Heer Srinivas,Female,17,BBA,Civil,4,7.96,63.8,Mumbai,2021,Yes,Yes,In Progress,3
STU00739,Tushar Shankar,Male,17,B.Tech,Electronics,1,8.74,96.7,Pune,2025,Yes,Yes,Not Placed,0
STU00740,Nakul Bhargava,Male,25,B.Tech,Mechanical,2,6.19,81.4,Vijayawada,2024,Yes,Yes,Not Placed,1
STU00741,Raghav Sibal,Male,26,BBA,Commerce,1,6.79,96.0,Pune,2020,No,No,In Progress,2
STU00742,Riaan Gopal,Male,19,MBA,Electrical,2,5.93,91.2,Vijayawada,2024,Yes,Yes,Placed,1
STU00743,Nirvaan Tripathi,Female,21,MBA,Electronics,2,7.04,64.9,Mumbai,2023,No,Yes,In Progress,1
STU00744,Aradhya Chaudhari,Male,21,BBA,Civil,1,8.41,95.7,Visakhapatnam,2021,Yes,Yes,In Progress,2
STU00745,Emir Ramesh,Male,26,MBA,Commerce,2,9.03,72.0,Visakhapatnam,2022,No,No,Placed,2
STU00746,Stuvan Edwin,Female,21,B.Tech,Electronics,1,7.86,62.5,Chennai,2024,Yes,No,Placed,2
STU00747,Advika Zachariah,Female,26,B.Tech,Computer Science,4,7.13,64.0,Pune,2020,Yes,Yes,Placed,2
STU00748,Jayant Samra,Female,23,M.Tech,Electronics,3,6.67,63.8,Chennai,2023,Yes,Yes,Not Placed,3
STU00749,Ira Sane,Male,23,BBA,Electronics,2,5.54,79.5,Vijayawada,2021,Yes,Yes,Placed,2
STU00750,Zain Batta,Female,24,M.Tech,Management,2,8.12,86.9,Vijayawada,2024,Yes,No,Not Placed,3
STU00751,Seher Chanda,Female,18,MBA,Commerce,2,8.23,63.3,Bangalore,2021,No,No,Placed,1
STU00752,Pihu Mammen,Female,25,B.Tech,Mechanical,1,8.7,81.1,Chennai,2019,No,Yes,Not Placed,3
STU00753,Zaina Shanker,Female,20,MBA,Commerce,1,5.56,67.2,Hyderabad,2022,Yes,No,In Progress,3
STU00754,Kimaya Rana,Female,24,B.Sc,Commerce,2,5.82,91.9,Mumbai,2020,No,Yes,Placed,2
STU00755,Pranay D’Alia,Female,24,B.Tech,Electrical,2,7.82,89.1,Vijayawada,2025,Yes,No,Not Placed,1
STU00756,Seher Setty,Female,17,B.Tech,Commerce,4,9.47,95.3,Delhi,2020,Yes,No,Placed,3
STU00757,Zara Bhattacharyya,Female,17,B.Com,Electrical,3,5.52,93.8,Bangalore,2019,Yes,No,Not Placed,3
STU00758,Emir Raman,Male,24,B.Sc,Computer Science,2,6.03,78.5,Mumbai,2022,Yes,No,Not Placed,2
STU00759,Heer Kari,Male,19,B.Com,Civil,2,8.99,64.1,Delhi,2023,No,No,In Progress,3
STU00760,Taimur Rajagopalan,Female,17,B.Tech,Electrical,2,6.32,61.5,Chennai,2019,No,No,In Progress,1
STU00761,Manjari Ram,Female,25,BBA,Commerce,3,7.31,80.9,Mumbai,2019,Yes,No,Placed,0
STU00762,Mehul Sangha,Female,23,B.Tech,Management,1,6.17,79.0,Hyderabad,2020,Yes,Yes,Not Placed,3
STU00763,Indrans Balasubramanian,Male,21,B.Com,Electrical,4,8.77,69.4,Bangalore,2019,Yes,Yes,Not Placed,1
STU00764,Saira Sastry,Male,26,M.Tech,Management,4,7.54,89.7,Chennai,2020,Yes,Yes,Placed,0
STU00765,Keya Yogi,Male,18,B.Sc,Civil,1,9.76,95.3,Hyderabad,2021,No,Yes,Not Placed,3
STU00766,Nirvi Setty,Female,18,MBA,Electrical,2,6.95,78.2,Vijayawada,2020,No,Yes,Not Placed,2
STU00767,Mishti Sharma,Male,22,B.Com,Commerce,4,6.88,61.8,Visakhapatnam,2020,Yes,Yes,Not Placed,3
STU00768,Aayush Chaudry,Female,18,B.Com,Electronics,1,6.29,96.0,Bangalore,2022,No,No,In Progress,0
STU00769,Gatik Kumer,Female,20,M.Tech,Electronics,2,7.05,90.8,Mumbai,2021,No,Yes,Placed,0
STU00770,Ira Bassi,Female,18,B.Sc,Commerce,1,8.02,94.7,Bangalore,2019,Yes,Yes,In Progress,2
STU00771,Vardaniya Keer,Male,23,B.Com,Commerce,4,6.37,87.4,Vijayawada,2025,Yes,Yes,In Progress,2
STU00772,Vedika Gaba,Female,19,B.Com,Civil,1,5.79,75.9,Vijayawada,2022,Yes,Yes,Placed,0
STU00773,Tejas Sundaram,Female,25,MCA,Commerce,2,9.0,78.8,Mumbai,2024,Yes,Yes,In Progress,3
STU00774,Yasmin Ranganathan,Female,25,BBA,Electronics,3,6.29,66.1,Vijayawada,2020,Yes,Yes,Not Placed,1
STU00775,Vardaniya Dalal,Male,19,B.Com,Commerce,3,6.01,68.5,Vijayawada,2023,Yes,No,Placed,2
STU00776,Chirag Bora,Male,22,MCA,Management,1,9.71,97.6,Delhi,2024,Yes,Yes,Not Placed,0
STU00777,Badal Rama,Male,17,M.Tech,Electronics,3,6.07,94.1,Delhi,2024,No,No,Placed,2
STU00778,Baiju Sehgal,Female,26,B.Sc,Electrical,1,8.33,93.0,Visakhapatnam,2023,Yes,No,Not Placed,1
STU00779,Suhana Singh,Female,20,B.Com,Electrical,2,8.21,92.6,Mumbai,2023,No,Yes,Not Placed,1
STU00780,Inaaya  Bir,Female,19,BBA,Computer Science,4,7.48,91.0,Vijayawada,2020,Yes,Yes,Placed,2
STU00781,Faiyaz Kalita,Male,24,B.Sc,Mechanical,4,8.11,62.6,Mumbai,2024,Yes,No,Placed,1
STU00782,Divyansh Varkey,Male,19,M.Tech,Management,1,5.93,74.6,Visakhapatnam,2023,Yes,Yes,Placed,2
STU00783,Romil Sethi,Male,20,B.Sc,Commerce,1,9.66,96.4,Chennai,2025,Yes,No,Not Placed,3
STU00784,Miraya Kade,Male,17,MCA,Mechanical,3,7.56,69.3,Bangalore,2021,No,Yes,In Progress,2
STU00785,Aarush Vohra,Female,19,B.Tech,Electronics,4,5.51,68.5,Delhi,2020,Yes,No,In Progress,2
STU00786,Vidur Kaul,Male,18,B.Sc,Commerce,4,9.3,91.3,Visakhapatnam,2024,Yes,No,Placed,2
STU00787,Dhruv Jain,Male,19,B.Com,Computer Science,3,7.05,95.1,Mumbai,2019,Yes,Yes,In Progress,2
STU00788,Shlok Tandon,Male,21,MBA,Mechanical,4,9.34,86.1,Pune,2020,No,No,In Progress,2
STU00789,Armaan Mangal,Female,19,B.Com,Management,1,5.51,95.5,Mumbai,2025,Yes,Yes,Not Placed,3
STU00790,Chirag Dass,Female,19,MCA,Computer Science,1,7.34,87.6,Chennai,2023,Yes,Yes,Not Placed,2
STU00791,Zain Mahal,Male,23,B.Com,Civil,4,8.48,75.7,Mumbai,2022,No,Yes,In Progress,3
STU00792,Adah Sekhon,Male,18,MBA,Electronics,4,7.81,68.7,Visakhapatnam,2023,Yes,No,Not Placed,0
STU00793,Manikya Agarwal,Female,22,B.Sc,Management,1,7.9,96.4,Chennai,2021,Yes,Yes,Not Placed,3
STU00794,Ishita Raman,Male,23,B.Sc,Management,4,6.41,68.5,Hyderabad,2020,Yes,Yes,In Progress,3
STU00795,Devansh Sridhar,Male,22,B.Com,Computer Science,1,8.0,78.1,Chennai,2024,Yes,Yes,Placed,1
STU00796,Baiju Ravi,Female,23,B.Tech,Computer Science,4,8.79,77.9,Delhi,2020,Yes,No,Not Placed,0
STU00797,Myra Tata,Male,23,B.Com,Computer Science,2,9.29,61.2,Mumbai,2019,Yes,Yes,In Progress,3
STU00798,Emir Krish,Female,18,MBA,Commerce,3,7.66,87.0,Mumbai,2023,No,Yes,Placed,1
STU00799,Jivin Sekhon,Female,22,BBA,Electronics,1,7.19,91.3,Mumbai,2020,Yes,No,Not Placed,1
STU00800,Emir Gokhale,Female,26,B.Tech,Management,3,7.32,70.3,Delhi,2024,Yes,Yes,Placed,1
STU00801,Akarsh Sha,Male,17,B.Com,Mechanical,1,6.41,60.4,Visakhapatnam,2019,No,Yes,Not Placed,0
STU00802,Aradhya Shetty,Male,21,MBA,Electronics,1,9.74,78.4,Hyderabad,2023,Yes,No,Not Placed,2
STU00803,Darshit Rau,Female,23,BBA,Electronics,2,8.73,87.6,Bangalore,2021,Yes,Yes,In Progress,1
STU00804,Piya Sachdev,Male,24,B.Tech,Electronics,4,8.02,92.4,Bangalore,2022,No,Yes,In Progress,0
STU00805,Aaryahi Tiwari,Female,19,M.Tech,Mechanical,2,8.43,65.4,Delhi,2025,Yes,No,Not Placed,2
STU00806,Dhanush Chopra,Male,26,MBA,Management,4,9.33,89.4,Bangalore,2019,No,Yes,Placed,3
STU00807,Advik Bajaj,Male,24,B.Tech,Management,1,8.8,71.8,Delhi,2020,Yes,No,Placed,2
STU00808,Diya Batra,Female,24,B.Sc,Computer Science,3,7.06,63.4,Vijayawada,2023,Yes,No,Not Placed,1
STU00809,Ela Upadhyay,Female,22,B.Tech,Electronics,4,7.06,70.9,Delhi,2019,No,Yes,Not Placed,0
STU00810,Shaan Mann,Male,25,M.Tech,Civil,4,9.27,97.7,Hyderabad,2021,Yes,Yes,Placed,0
STU00811,Eva Badami,Male,22,B.Com,Civil,2,7.22,62.8,Pune,2023,No,No,Not Placed,3
STU00812,Mohanlal Sekhon,Male,23,B.Tech,Computer Science,2,5.97,96.5,Delhi,2024,No,No,Placed,2
STU00813,Samiha Madan,Male,25,B.Com,Electronics,4,8.52,78.1,Chennai,2020,No,No,Not Placed,1
STU00814,Lavanya Mani,Female,23,M.Tech,Mechanical,3,5.63,82.8,Pune,2023,No,Yes,Placed,0
STU00815,Riaan Sen,Male,18,B.Sc,Management,1,8.44,70.3,Vijayawada,2025,Yes,Yes,Not Placed,0
STU00816,Anahi Thakur,Male,18,B.Com,Management,4,7.3,68.1,Mumbai,2025,No,Yes,Not Placed,2
STU00817,Miraan Bajaj,Female,26,B.Sc,Mechanical,3,7.57,80.3,Mumbai,2022,Yes,No,Placed,1
STU00818,Hazel Rao,Male,24,B.Tech,Commerce,2,8.36,91.3,Chennai,2021,No,Yes,Not Placed,2
STU00819,Aaryahi Handa,Female,26,B.Tech,Management,4,7.74,60.1,Bangalore,2021,No,Yes,Placed,1
STU00820,Trisha Sandhu,Female,20,M.Tech,Mechanical,4,7.85,66.3,Visakhapatnam,2024,No,Yes,In Progress,0
STU00821,Manikya Lala,Female,23,B.Com,Management,3,6.8,71.7,Mumbai,2019,Yes,No,Not Placed,2
STU00822,Jhanvi Dube,Female,22,MCA,Electronics,4,9.69,72.8,Chennai,2023,Yes,No,In Progress,1
STU00823,Anaya Chand,Male,18,MBA,Civil,4,9.13,86.2,Bangalore,2021,No,No,Placed,0
STU00824,Anay Mallick,Male,21,MBA,Civil,1,8.72,83.7,Mumbai,2022,Yes,No,Placed,1
STU00825,Advika Khosla,Female,23,MCA,Civil,4,6.34,77.8,Mumbai,2019,Yes,No,Placed,2
STU00826,Darshit Master,Male,23,MCA,Mechanical,3,9.28,70.1,Hyderabad,2021,No,Yes,Placed,0
STU00827,Himmat Uppal,Male,26,B.Sc,Management,3,9.01,91.2,Mumbai,2025,No,No,Placed,3
STU00828,Badal Sethi,Female,19,B.Sc,Electronics,4,5.72,95.4,Mumbai,2025,No,Yes,Not Placed,1
STU00829,Samarth Manda,Male,22,BBA,Mechanical,1,8.95,79.2,Visakhapatnam,2024,No,No,Placed,0
STU00830,Madhup Dugar,Male,19,B.Tech,Civil,1,8.81,65.8,Pune,2024,Yes,No,In Progress,2
STU00831,Vidur Sethi,Male,21,B.Sc,Mechanical,2,6.33,91.9,Bangalore,2021,No,No,Placed,0
STU00832,Charvi Banik,Female,21,M.Tech,Electronics,1,7.47,82.6,Chennai,2019,Yes,Yes,Placed,0
STU00833,Jayesh Goda,Male,24,BBA,Management,3,6.39,63.8,Bangalore,2025,Yes,No,Placed,3
STU00834,Anaya Kapur,Male,22,BBA,Electrical,4,6.19,71.4,Delhi,2025,Yes,Yes,Not Placed,0
STU00835,Ryan Kurian,Male,22,B.Sc,Electronics,3,6.33,61.1,Bangalore,2019,Yes,Yes,Placed,0
STU00836,Aarna Guha,Female,20,B.Com,Mechanical,2,8.63,95.7,Bangalore,2019,No,No,Not Placed,2
STU00837,Arhaan Sha,Male,20,BBA,Commerce,4,7.7,75.2,Vijayawada,2022,Yes,No,Not Placed,0
STU00838,Navya Anne,Female,23,MBA,Management,3,8.91,96.2,Vijayawada,2020,No,No,Not Placed,0
STU00839,Adah Dhingra,Male,17,MBA,Civil,4,7.94,74.2,Vijayawada,2020,Yes,No,In Progress,3
STU00840,Aaina Salvi,Male,22,B.Com,Electronics,3,5.63,66.8,Visakhapatnam,2022,No,No,Placed,1
STU00841,Saanvi Seshadri,Female,20,M.Tech,Electrical,3,8.85,64.6,Pune,2020,No,Yes,In Progress,2
STU00842,Uthkarsh Hans,Female,26,B.Sc,Electronics,1,6.72,68.1,Bangalore,2022,Yes,Yes,In Progress,3
STU00843,Mishti Lad,Female,17,M.Tech,Management,4,9.0,67.5,Vijayawada,2021,Yes,No,Not Placed,0
STU00844,Yashvi Vaidya,Male,26,B.Tech,Civil,2,6.91,74.5,Hyderabad,2023,Yes,No,Not Placed,2
STU00845,Saksham Kamdar,Male,18,B.Sc,Management,4,9.35,94.9,Pune,2019,Yes,No,Placed,3
STU00846,Kiaan Ray,Male,23,M.Tech,Electrical,3,8.74,75.2,Vijayawada,2021,No,No,In Progress,3
STU00847,Umang Sarraf,Male,17,BBA,Management,1,7.11,83.5,Chennai,2025,Yes,Yes,Placed,2
STU00848,Samar Konda,Male,21,MCA,Commerce,4,6.23,67.3,Hyderabad,2020,No,Yes,Placed,0
STU00849,Bhavin Krishnamurthy,Male,19,B.Com,Computer Science,3,8.46,90.1,Pune,2021,No,No,Placed,1
STU00850,Diya Soni,Male,25,B.Com,Management,2,8.01,92.3,Visakhapatnam,2025,No,No,In Progress,3
STU00851,Rhea Vaidya,Female,18,M.Tech,Civil,3,8.82,78.3,Delhi,2021,Yes,No,In Progress,1
STU00852,Hazel Jha,Male,20,M.Tech,Commerce,2,5.84,96.9,Pune,2024,Yes,Yes,Not Placed,1
STU00853,Vidur Kala,Female,19,BBA,Computer Science,3,9.0,88.9,Bangalore,2020,No,No,Placed,1
STU00854,Lakshay Sane,Male,21,B.Com,Civil,4,8.17,67.7,Mumbai,2025,No,Yes,Placed,2
STU00855,Yuvaan Goel,Male,24,MCA,Electronics,1,7.48,64.1,Chennai,2020,Yes,Yes,Not Placed,0
STU00856,Mamooty Chaudhry,Female,20,BBA,Commerce,4,6.64,95.2,Chennai,2021,Yes,No,Not Placed,3
STU00857,Mishti Gupta,Male,21,MBA,Electrical,1,6.67,63.7,Visakhapatnam,2022,No,No,Not Placed,1
STU00858,Shamik Aurora,Male,18,MBA,Electrical,4,7.36,85.9,Hyderabad,2023,Yes,Yes,Placed,2
STU00859,Seher Balakrishnan,Female,18,B.Sc,Computer Science,1,6.47,83.6,Visakhapatnam,2021,No,No,In Progress,2
STU00860,Bhamini Sha,Male,19,BBA,Mechanical,2,6.38,84.2,Pune,2025,No,Yes,In Progress,2
STU00861,Aradhya Kunda,Female,19,MCA,Commerce,2,6.85,62.6,Hyderabad,2020,Yes,No,In Progress,3
STU00862,Krish Guha,Female,24,BBA,Electrical,1,9.69,93.5,Hyderabad,2020,Yes,Yes,Not Placed,1
STU00863,Anahita Sarin,Male,19,BBA,Computer Science,1,5.57,85.8,Bangalore,2025,No,Yes,Placed,2
STU00864,Neelofar Mannan,Female,22,MCA,Commerce,3,7.61,73.3,Pune,2022,No,No,Placed,2
STU00865,Sara Johal,Female,25,B.Com,Commerce,3,8.83,92.6,Hyderabad,2023,No,Yes,Placed,3
STU00866,Ivana Mahajan,Male,18,MCA,Mechanical,2,7.64,69.3,Visakhapatnam,2021,No,No,Not Placed,0
STU00867,Indranil Warrior,Female,26,B.Com,Commerce,4,6.25,94.6,Mumbai,2023,No,No,Not Placed,2
STU00868,Divij Rana,Female,18,B.Sc,Computer Science,3,8.13,76.5,Hyderabad,2025,No,No,Not Placed,1
STU00869,Amira Sane,Female,21,BBA,Commerce,2,9.66,83.7,Bangalore,2023,Yes,No,Not Placed,0
STU00870,Heer Mammen,Male,23,BBA,Computer Science,2,9.05,64.7,Delhi,2021,No,No,In Progress,0
STU00871,Indrajit Wadhwa,Female,19,B.Tech,Electrical,2,9.28,89.8,Visakhapatnam,2021,Yes,Yes,Not Placed,0
STU00872,Alia Randhawa,Female,18,B.Com,Mechanical,1,9.51,69.5,Vijayawada,2022,No,No,Not Placed,2
STU00873,Zara Kaur,Female,19,B.Sc,Electronics,4,9.27,90.6,Mumbai,2024,Yes,Yes,In Progress,1
STU00874,Kabir Bhakta,Female,18,B.Com,Electrical,1,7.94,83.9,Chennai,2021,Yes,No,In Progress,3
STU00875,Mohanlal Sastry,Male,25,M.Tech,Electrical,3,7.02,77.7,Hyderabad,2022,No,No,Not Placed,0
STU00876,Darshit Chokshi,Male,23,MCA,Mechanical,3,6.54,79.5,Chennai,2025,Yes,No,Not Placed,0
STU00877,Lagan Chacko,Male,21,BBA,Management,4,5.73,62.1,Pune,2025,Yes,No,In Progress,2
STU00878,Sara Sahni,Male,25,MCA,Computer Science,1,8.01,79.4,Pune,2024,Yes,Yes,Placed,1
STU00879,Mamooty Dutta,Male,18,M.Tech,Commerce,2,8.2,87.3,Bangalore,2021,Yes,No,Placed,1
STU00880,Khushi Butala,Male,18,MBA,Computer Science,1,6.38,78.0,Vijayawada,2020,No,No,Not Placed,3
STU00881,Raghav Kibe,Female,19,B.Sc,Management,2,9.15,69.9,Hyderabad,2025,No,Yes,Placed,1
STU00882,Eva Gupta,Female,21,MCA,Commerce,2,7.7,86.6,Vijayawada,2020,Yes,No,In Progress,0
STU00883,Ryan Vora,Female,23,MBA,Civil,3,6.68,74.7,Chennai,2024,Yes,No,Placed,2
STU00884,Saira Dhar,Female,19,BBA,Computer Science,4,8.0,61.3,Pune,2019,No,Yes,In Progress,3
STU00885,Tushar Tripathi,Female,25,B.Com,Computer Science,2,7.65,92.7,Bangalore,2021,Yes,No,Placed,1
